MAG,domain,phylum,host_family,genus,species,vOTU,iphop,phase,method_iphop,viral_tax,checkv_quality,lifestyle,lifestyle_prediction_method
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080613_5_ph_rerun_000000000637,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Complete,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080813_7_mc_000000000144,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_1566367|provirus_2_25173,TRUE,FALSE,blast,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080813_7_mc_000000000587,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_8_1_ph_rerun_k141_542402|provirus_2_23920,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,unclear,Not-determined
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_8_1_ph_rerun_000000000366|provirus_2_23712,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080813_7_mc_000000000281,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_8_1_ph_rerun_000000000086,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_716829|provirus_156_21354,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000129,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080813_7_mc_000000000677,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000249,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000047,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000743,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,checkv
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000100,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000531,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_1161030|provirus_3_15747,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,checkv
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_8_1_ph_rerun_000000000161,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,checkv
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_1861273|provirus_3189_17216,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_108478|provirus_1_13190,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,unclear,Not-determined
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_514917|provirus_136051_148813,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_38911|provirus_3_12031,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000058,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_228945|provirus_3_9503,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000669,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_1411252|provirus_181065_189422,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000502,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000121,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000297,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000453,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000713,TRUE,TRUE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000463,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_2719525,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_662882,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,unclear,Not-determined
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000087,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_606086,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Not-determined,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000395,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_8_1_ph_rerun_000000000078,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080613_5_ph_rerun_k141_1221025|provirus_3_4320,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_1165413,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_83_k141_384301,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_311556,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080613_5_ph_rerun_k141_1586778,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_1522480,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_276847,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_3371923,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_696518,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_8_1_ph_rerun_k141_294155,TRUE,FALSE,iPHoP-RF,Unclassified,Not-determined,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_2039925,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_3080093,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_1566367|provirus_2_25173,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_8_1_ph_rerun_000000000342,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_8_1_ph_rerun_k141_732283|provirus_501770_523777,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_2_rerun_000000000185,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080813_7_mc_000000000502,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080913_2_rerun_k141_2456014,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lysogenic,checkv
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,080813_7_mc_k141_22217,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080913_8_1_ph_rerun_000000000276,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_53,Bacteria,Bacillota,Enterococcaceae,Enterococcus_A,Enterococcus_A alishanensis,cn_080813_7_mc_000000000276,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_8_1_ph_rerun_000000000165,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,High-quality,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_464011|provirus_134827_175581,TRUE,FALSE,iPHoP-RF,Unclassified,High-quality,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_537883|provirus_75430_111805,TRUE,FALSE,iPHoP-RF,Unclassified,High-quality,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_2_rerun_000000000089,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,High-quality,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_8_1_ph_rerun_000000000357|provirus_3_33582,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_1190639|provirus_1_32283,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080613_5_ph_rerun_000000000637,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Complete,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_8_1_ph_rerun_000000000330,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_1566367|provirus_2_25173,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_8_1_ph_rerun_000000000366|provirus_2_23712,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080813_7_mc_000000000281,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_732283|provirus_501770_523777,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_2_rerun_k141_716829|provirus_156_21354,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_2_rerun_000000000743,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,checkv
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_1161030|provirus_3_15747,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,checkv
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_2_rerun_000000000185,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_2_rerun_000000000441,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,unclear,Not-determined
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_108478|provirus_1_13190,TRUE,FALSE,blast,Unclassified,Low-quality,unclear,Not-determined
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_38911|provirus_3_12031,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_228945|provirus_3_9503,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080913_2_rerun_000000000453,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,cn_080813_7_mc_000000000068,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_1165413,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080813_7_mc_k141_887236,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_83_k141_384301,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_2_rerun_k141_1522480,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_2_rerun_k141_3371923,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_799352,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_294155,TRUE,FALSE,iPHoP-RF,Unclassified,Not-determined,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_795276|provirus_60850_64073,TRUE,FALSE,iPHoP-RF,Unclassified,Not-determined,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_2_rerun_k141_2844646,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_2_rerun_k141_575551,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_141311,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_2_rerun_k141_1499419,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Not-determined,lysogenic,bacphlip
MAG_54,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002148425,080913_8_1_ph_rerun_k141_529309,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080913_8_1_ph_rerun_000000000357|provirus_3_33582,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_1190639|provirus_1_32283,TRUE,FALSE,blast,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080813_7_mc_000000000184,TRUE,TRUE,iPHoP-RF,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080613_5_ph_rerun_000000000637,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Complete,lysogenic,bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080813_7_mc_000000000587,TRUE,TRUE,blast,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080913_8_1_ph_rerun_000000000366|provirus_2_23712,TRUE,FALSE,iPHoP-RF,Unclassified,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080913_2_rerun_k141_716829|provirus_156_21354,TRUE,FALSE,iPHoP-RF,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080813_7_mc_000000000677,TRUE,TRUE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_1229481|provirus_27116_43995,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_1161030|provirus_3_15747,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,checkv
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_38911|provirus_3_12031,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_36718|provirus_3_10885,TRUE,FALSE,blast,Unclassified,Low-quality,lysogenic,bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_228945|provirus_3_9503,TRUE,FALSE,blast,Unclassified,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_1165413,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080813_7_mc_k141_546742,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080913_2_rerun_k141_575551,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,080913_8_1_ph_rerun_k141_529309,TRUE,FALSE,iPHoP-RF,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080813_7_mc_000000000144,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080813_7_mc_000000000281,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lytic,checkv & bacphlip
MAG_55,Bacteria,Bacillota,Enterococcaceae,Enterococcus,Enterococcus sp002174455,cn_080813_7_mc_000000000559,FALSE,TRUE,NA,Rountreeviridae; Unclassified family,Low-quality,lytic,checkv & bacphlip
MAG_56,Bacteria,Actinomycetota,Mycobacteriaceae,Corynebacterium,,cn_080813_7_mc_000000000656,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,lytic,checkv & bacphlip
MAG_56,Bacteria,Actinomycetota,Mycobacteriaceae,Corynebacterium,,080913_2_rerun_k141_1745010,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Not-determined,lytic,checkv & bacphlip
MAG_56,Bacteria,Actinomycetota,Mycobacteriaceae,Corynebacterium,,080813_7_mc_k141_488237,TRUE,FALSE,blast,Caudoviricetes; Unclassified order,Low-quality,unclear,Not-determined
MAG_56,Bacteria,Actinomycetota,Mycobacteriaceae,Corynebacterium,,cn_080813_7_mc_000000000465,FALSE,TRUE,NA,Caudoviricetes; Unclassified order,Medium-quality,lysogenic,bacphlip
