contig,length,Phyllostomus disoclor (080613_8),Phyllostomus disoclor (080813_19),Mimon crenulatum (080813_7),Mimon crenulatum (080913_2),Phyllostomus hastatus (080613_5),Phyllostomus hastatus (080913_8)
cn_080613_5_ph_rerun_000000000488,8326,0,0,0,0,9.432276657060518,0
080613_5_ph_rerun_k141_1348395,4001,0,0,0,0,115.3063468265867,0.09545227386306847
cn_080613_5_ph_rerun_000000000185,9233,4.751137102014295,1.4234351310374702,0,0,9.328135152696555,0
080613_5_ph_rerun_k141_1701466,3928,0,0,0,0,39.44093686354379,0
cn_080613_5_ph_rerun_000000000229,7009,0,0,0,0,7.482168330955777,1.8057061340941511
080613_5_ph_rerun_k141_1116934,3127,0,0,0,0,10.998083067092653,0
080613_5_ph_rerun_k141_190436,3428,0,0,0,0,9.967911318553092,0
080613_5_ph_rerun_k141_1236357,3628,0,0,0,0,8.88478500551268,0
080613_5_ph_rerun_k141_534656,3825,0,0,0,0,8.99790904338735,0
080613_5_ph_rerun_k141_301367,2638,0,0,0,0,6.798484848484849,0
080613_5_ph_rerun_k141_767873,4616,0,0,0,0,13.386048526863085,0
080613_5_ph_rerun_k141_1004049,3426,0.07467911318553092,0,0,0,7.169778296382731,0
080613_5_ph_rerun_k141_767886,3797,0,0,0,0,53.85887309110058,0
080613_5_ph_rerun_k141_1586778,3842,0,0,0,0,7.673777315296566,0
080613_5_ph_rerun_k141_301631,4916,0,0,0,0,6.962164361269324,0
cn_080613_5_ph_rerun_000000000375,6390,0,0,0,0,18.24874843554443,0
080613_5_ph_rerun_k141_652593,3979,0,0,0,0,7.984932194876946,0
cn_080613_5_ph_rerun_000000000530,8261,0,0,0,0,8.711692084241104,0
080613_5_ph_rerun_k141_421212,4536,0,0,0,0,8.352292768959435,0
080613_5_ph_rerun_k141_768266,2516,0,0,0,0,5.634340222575517,0
080613_5_ph_rerun_k141_1471495,2780,0,0,0,0,3.4287769784172664,0
cn_080613_5_ph_rerun_000000000065,6195,0,0,0,0,6.168764117457244,0
080613_5_ph_rerun_k141_1702776,2829,0,0,0,0,11.108833922261484,0.028268551236749116
080613_5_ph_rerun_k141_1350057,2734,0,0,0,0,4.769005847953216,0
080613_5_ph_rerun_k141_1587621,2552,0,0,0,0,10.590909090909092,0
080613_5_ph_rerun_k141_1118667,4076,0,0,0,0,9.176643768400393,0
cn_080613_5_ph_rerun_000000000259,8580,0,0,0,0,23.763403263403262,0
080613_5_ph_rerun_k141_71833,2575,0,0,0,0,17.51590380139643,0
cn_080613_5_ph_rerun_000000000320,32160,0,0,0,0,9.264738805970149,0
cn_080613_5_ph_rerun_000000000121,5433,0,0,0,0,11.248803827751196,0
cn_080613_5_ph_rerun_000000000445,7634,0,0,0,0,8.517548454688319,0
cn_080613_5_ph_rerun_000000000556,5207,0,0,0,0,5.571976967370442,0
080613_5_ph_rerun_k141_193463,2755,0,0,0,0,5.254532269760696,0
cn_080613_5_ph_rerun_000000000219,20492,0,0,0,0,13.08149521764591,0
cn_080613_5_ph_rerun_000000000041,67699,0,0,0,0,16.326105580337362,0
cn_080613_5_ph_rerun_000000000182,6261,0,0,0,0,9.543276908335995,0
080613_5_ph_rerun_k141_72783,4461,0,0,0,0,2609.619453160018,59.83281039892425
080613_5_ph_rerun_k141_537292,3249,0,0,0,0,7.661538461538462,0
cn_080613_5_ph_rerun_000000000127,8424,0,0,0,0,8.358736942070275,0
cn_080613_5_ph_rerun_000000000094,6134,0,0,0,0,11.60593220338983,0
cn_080613_5_ph_rerun_000000000521,5027,0,0,0,0,7.534791252485089,0
cn_080613_5_ph_rerun_000000000480,6738,0,0,0,0,9.784569732937685,0
080613_5_ph_rerun_k141_655481,3405,0,0,0,0,6.073987081620669,0
080613_5_ph_rerun_k141_770786,6000,0,0,0,0,45.15533333333333,0.48333333333333334
080613_5_ph_rerun_k141_1589614,3007,0,0,0,0,6.657807308970099,0
080613_5_ph_rerun_k141_1474215,7267,0,0,0,0,20.171389270976615,0
080613_5_ph_rerun_k141_1120827,3423,0,0,0,0,6.620548744892003,0
080613_5_ph_rerun_k141_538392,3816,0,0,0,0,7.536163522012578,0
080613_5_ph_rerun_k141_887500,2941,0,0,0,0,7.3915703602991165,0
080613_5_ph_rerun_k141_194797,3202,0,0,0,0,6.456304619225968,0
080613_5_ph_rerun_k141_1474670,4622,0,0,0,0,9.584342560553633,0
cn_080613_5_ph_rerun_000000000049,9273,0,0,0,0,37.10976924735821,0
080613_5_ph_rerun_k141_1823205,4185,0,0,0,0,9.978499761108457,0
080613_5_ph_rerun_k141_1121625,4649,0,0,0,0,6.6305376344086024,0
080613_5_ph_rerun_k141_1008584,2646,0,0,0,0,5.218277945619335,0
080613_5_ph_rerun_k141_657041,3197,0,0,0,0,15.14571607254534,0
080613_5_ph_rerun_k141_657114,2514,0,0,0,0,12.011128775834658,0
cn_080613_5_ph_rerun_000000000225,6711,0,0,0,0,7.736073875484063,0
080613_5_ph_rerun_k141_1353731,2905,0,0,0,0,6.326909841706813,0
cn_080613_5_ph_rerun_000000000552,7462,0,0,0,0,7.535637727759914,0
080613_5_ph_rerun_k141_1591356,3183,0,0,0,0,5.627746390458255,0
080613_5_ph_rerun_k141_195857,3024,0,0,0,0,6.807539682539683,0
080613_5_ph_rerun_k141_657437,4043,0,0,0,0,12.879387048937222,0.05042016806722689
cn_080613_5_ph_rerun_000000000156,5168,0,0,0,0,17.78250773993808,0
cn_080613_5_ph_rerun_000000000553,10048,0,0,0,0,9.455414012738853,0
cn_080613_5_ph_rerun_000000000524,5552,0,0,0,0,6.424351585014409,0
080613_5_ph_rerun_k141_1354425,4190,0,0,0,0,9.53101145038168,0
080613_5_ph_rerun_k141_1242017,3700,0,0,0,0,4.431891891891892,0
080613_5_ph_rerun_k141_425800,3137,0,0,0,0,5.363288718929255,0
cn_080613_5_ph_rerun_000000000107,7074,0.575183719615602,0,0,0,7.528264556246467,0
080613_5_ph_rerun_k141_1476627,2856,0,0,0,0,3.8900560224089635,0
080613_5_ph_rerun_k141_1354556,2611,0,0,0,0,4.508798775822494,0
080613_5_ph_rerun_k141_1122992,2822,0,0,0,0,10.105524079320114,0
080613_5_ph_rerun_k141_75755,3839,0,0,0,0,9.478917230609058,0
cn_080613_5_ph_rerun_000000000507,45669,0,0,0,0,21.852507116268885,0
080613_5_ph_rerun_k141_1592571,14102,0,0,0,0,8.893930799773115,1.7848837209302326
080613_5_ph_rerun_k141_1825074,2719,0,0,0,0,5.515062454077884,0
080613_5_ph_rerun_k141_1592830,3437,0,0,0,0,6.792321116928447,0
cn_080613_5_ph_rerun_000000000244,7537,0,0,0,0,61.20270628814009,0
080613_5_ph_rerun_k141_1477854,3294,0,0,0,0,8.757888349514563,0
080613_5_ph_rerun_k141_1124225,3589,0,0,0.6128133704735376,18.837883008356545,8.060724233983287,0
080613_5_ph_rerun_k141_890454,3616,0,0,0,0,12.648230088495575,0
080613_5_ph_rerun_k141_541899,4523,0,0,0,0,36.50287229341582,0
080613_5_ph_rerun_k141_1826006,2963,0,0,0,0,8.246122724207687,0
080613_5_ph_rerun_k141_1243400,2608,0,0,0,0,12.041411042944786,0
080613_5_ph_rerun_k141_1356199,2776,0,0,0,0,12.621757925072046,0
080613_5_ph_rerun_k141_427591,2589,0,0,0,0,588.1799227799228,1.4926640926640926
080613_5_ph_rerun_k141_659619,3899,0,0,0,0,4.984110712455151,0
080613_5_ph_rerun_k141_77213,14420,0,0,0,0,9.645908460471567,0
080613_5_ph_rerun_k141_1243891,2592,0,0,0,0,5.931327160493828,0
080613_5_ph_rerun_k141_1012447,4812,0,0,0,0,14.93474646716542,0
080613_5_ph_rerun_k141_1594438,27862,0,0,0,0,24.546368073499856,3.9209732988802757
080613_5_ph_rerun_k141_1012536,4329,0,0,0,0,18.236951501154735,0
080613_5_ph_rerun_k141_1357366,3305,0,0,0,0,69.34966727162734,0
080613_5_ph_rerun_k141_1357485,5479,0,0,0,0,7.0273622765414085,0
080613_5_ph_rerun_k141_1710109,12593,0,0,0,0,12.627918056217247,0
cn_080613_5_ph_rerun_000000000242,6748,0,0,0,0,10.9484291641968,0
080613_5_ph_rerun_k141_1357686,4385,0,0,0,0,6.880528955768354,0
080613_5_ph_rerun_k141_1357701,4319,0,0,0,0,7.43961129106895,0
080613_5_ph_rerun_k141_1710347,4080,0,0,0,0,5.007843137254902,0
080613_5_ph_rerun_k141_1479702,2677,0,0,0,0,7.88050784167289,0
cn_080613_5_ph_rerun_000000000308,12024,0,0,0,0,50.728875582168996,0
080613_5_ph_rerun_k141_1595184,4654,0,0,0,0,7.882731958762887,0
080613_5_ph_rerun_k141_1244881,13123,0,0,0,0,47.68855706231906,0
cn_080613_5_ph_rerun_000000000243,5808,0,0,0,0,7.785812672176308,0
cn_080613_5_ph_rerun_000000000626,25202,0,0,0,0,11.648627202031424,0
cn_080613_5_ph_rerun_000000000179,6088,0,0,0,0,11.05749014454665,0
080613_5_ph_rerun_k141_1827864,8969,0,0,0,0,16.678483835005576,0
080613_5_ph_rerun_k141_1126944,3727,0,0,0,0,8.4,0
cn_080613_5_ph_rerun_000000000149,5396,0,0,0,0,9.371015567086731,0
cn_080613_5_ph_rerun_000000000501,6514,0,0,0,0,9.920810313075506,0
080613_5_ph_rerun_k141_1480692,4179,0,0,0,0,5.329507412721186,0
cn_080613_5_ph_rerun_000000000472,8715,0,0,0,0,7.3778389538885065,0
cn_080613_5_ph_rerun_000000000399,5447,0,0,0,0,9.118899082568808,0
cn_080613_5_ph_rerun_000000000226,10978,0,0,0,0,7.308743169398907,0
cn_080613_5_ph_rerun_000000000579,14991,0,0,0,0,49.69881285847672,0.5046018407362945
080613_5_ph_rerun_k141_662544,3736,0,0,0,0,5.135438972162741,0
080613_5_ph_rerun_k141_430223,2626,0,0,0,0,6.351598173515982,0
080613_5_ph_rerun_k141_1127695,2641,0,0,0,0,14.194549583648751,0
080613_5_ph_rerun_k141_1359429,8851,0,0,0,0,14.974023040433702,0
080613_5_ph_rerun_k141_1127809,4598,0,0,0,0,9.19695652173913,0
cn_080613_5_ph_rerun_000000000051,8517,0,0,0,0,6.729983564216952,0
cn_080613_5_ph_rerun_000000000352,22106,0,0,0,0,11.592726614800073,0
080613_5_ph_rerun_k141_1597163,2726,0,0,0,0,5.4662756598240465,0
cn_080613_5_ph_rerun_000000000614,10258,0,0,0,0,8.877777777777778,0
080613_5_ph_rerun_k141_1829382,2741,0,0,0,0,4.488694383661561,0
080613_5_ph_rerun_k141_545860,4224,0,0,0,0,6.7258522727272725,0
080613_5_ph_rerun_k141_895065,2752,0,0,0,0,5.842296511627907,0
080613_5_ph_rerun_k141_1713016,2601,0,0,0,0,7.2682551883166795,0
cn_080613_5_ph_rerun_000000000423,34419,0,0,0,0,25.173842310150484,0
080613_5_ph_rerun_k141_1597980,2943,0,0,0,0,5.446028513238289,0
080613_5_ph_rerun_k141_431582,11758,0,0,0,0,124.09013605442176,0.7892857142857143
080613_5_ph_rerun_k141_1830297,3528,0,0,0,0,14.678571428571429,0
080613_5_ph_rerun_k141_1361064,4002,0,0,0,0,6.2272727272727275,0
cn_080613_5_ph_rerun_000000000542,7961,0,0,0,0,20.190655614167294,0
080613_5_ph_rerun_k141_203366,3035,0,0,0,0,9.27781435154707,0
080613_5_ph_rerun_k141_1130033,2890,0,0,0,0,12.542876901798063,0
080613_5_ph_rerun_k141_1130132,2712,0,0,0,0,5.773598820058997,0
080613_5_ph_rerun_k141_780226,3033,0,0,0,0,5.473961766644694,0
080613_5_ph_rerun_k141_313264,3719,0,0,0,0,14.336915636754433,0
080613_5_ph_rerun_k141_1831704,2875,0,0,0,0,72.49895760945101,0.04100069492703266
cn_080613_5_ph_rerun_000000000295,8541,0,0,0,0,49.86677593069539,0
080613_5_ph_rerun_k141_1017245,2543,0,0,0,0,10.949725058915947,0
cn_080613_5_ph_rerun_000000000629,7002,0,0,0,0,17.413478012564248,0
080613_5_ph_rerun_k141_1484837,2671,0,0,0,0,5.933433059087509,0
080613_5_ph_rerun_k141_1249897,2626,0,0,0,0,5.299086757990867,2.311263318112633
cn_080613_5_ph_rerun_000000000453,5160,0,0,0,0,13.018604651162791,0
080613_5_ph_rerun_k141_1832240,33085,0,0,0,0,24.838965121199298,4.191259142839872
080613_5_ph_rerun_k141_314021,2819,0,0,0,0,8.384124734231042,0
080613_5_ph_rerun_k141_781138,4376,0,0,0,0,6.789762340036563,0
080613_5_ph_rerun_k141_314349,2596,0,0,0,0,6.887519260400616,0
080613_5_ph_rerun_k141_1131865,4795,0,0,0,0,17.7665694039183,0
cn_080613_5_ph_rerun_000000000520,17584,0,0,0,0,9.450864422202002,0
080613_5_ph_rerun_k141_1363629,2930,0,0,0,0,4.653478854024557,0
cn_080613_5_ph_rerun_000000000212,5705,0,0,0,0,20.833859095688748,0
cn_080613_5_ph_rerun_000000000383,5494,0,0,0,0,27.86972343522562,0
080613_5_ph_rerun_k141_1601411,4859,0,0,0,0,6.087618264088852,0
080613_5_ph_rerun_k141_1132705,4257,0,0,0,0,9.341944574917802,0
080613_5_ph_rerun_k141_898551,2575,0,0,0,0,3.709076803723817,0
080613_5_ph_rerun_k141_898563,7277,0,0,0,0,7.935696619950535,0
080613_5_ph_rerun_k141_315293,3369,0,0,0,0,7.275370919881306,0
080613_5_ph_rerun_k141_1364230,4782,0,0,0,0,6.239130434782608,0
080613_5_ph_rerun_k141_1132965,3684,0,0,0,0,9.553203040173724,0
cn_080613_5_ph_rerun_000000000318,10513,0,0,0,0,86.48620886437132,0.085219707057257
cn_080613_5_ph_rerun_000000000124,10458,0,0,0,0,10.539579349904397,0
080613_5_ph_rerun_k141_1019267,4819,0,0,0,0,9.487764413106595,0
080613_5_ph_rerun_k141_550231,2633,0,0,0,0,7.138192862566439,0
080613_5_ph_rerun_k141_550316,2741,0,0,0,0,5.945295404814004,0
080613_5_ph_rerun_k141_1251936,3053,0,0,0,0,6.684348395546824,0
080613_5_ph_rerun_k141_206913,3130,0,0,0,0,8.062579821200512,0
080613_5_ph_rerun_k141_1365263,3436,0,0,0,0,7.934807916181606,0
080613_5_ph_rerun_k141_436490,4693,0,0,0,0,4.603323391563698,0
080613_5_ph_rerun_k141_1488025,3386,0,0,0,0,6.532467532467533,0
080613_5_ph_rerun_k141_1603352,3123,0,0,0,0,5.406269993602048,0
080613_5_ph_rerun_k141_208239,2695,0,0,0,0,6.9429206819866565,0
080613_5_ph_rerun_k141_1603906,3508,0,0,0,0,46.49828962371722,0.23717217787913342
080613_5_ph_rerun_k141_1603908,3064,0,0,0,0,6.238903394255875,0
080613_5_ph_rerun_k141_1835808,9593,0,0,0,0,25.051073587658955,3.4709193245778613
080613_5_ph_rerun_k141_1366823,3468,0,0,0,0,12.73760092272203,0
080613_5_ph_rerun_k141_1719444,2775,0,0,0,0,9.892008639308855,0
cn_080613_5_ph_rerun_000000000302,14075,0,0,0,0,7.8468532461997444,0
cn_080613_5_ph_rerun_000000000443,5367,0,0,0,0,107.28007448789572,0.22681564245810057
080613_5_ph_rerun_k141_552434,2820,0,0,0,0,8.71063829787234,0
080613_5_ph_rerun_k141_438005,3204,0,0,0,0,5.295880149812734,0
080613_5_ph_rerun_k141_87427,2620,0,0,0,0,6.770229007633588,0
080613_5_ph_rerun_k141_1254923,3840,0,0,0,0,8.253645833333334,0
080613_5_ph_rerun_k141_439157,3604,0,0,0,0,7.169811320754717,0
080613_5_ph_rerun_k141_88545,3323,0,0,0,0,12.987973541791943,0
080613_5_ph_rerun_k141_88615,3557,0,0,0,0,7.295671725688589,0.14783586284429454
cn_080613_5_ph_rerun_000000000076,13173,4.962501897677243,1.7437376650979202,0,0,7.742523151662366,0
080613_5_ph_rerun_k141_1491026,2897,0,0,0,0,7.0351966873706004,0
080613_5_ph_rerun_k141_1721101,3544,0,0,0,0,5.849322799097066,0
cn_080613_5_ph_rerun_000000000183,5088,0,0,0,0,6.8879716981132075,0
080613_5_ph_rerun_k141_786824,4614,0,0,0,0,6.369150779896014,0
cn_080613_5_ph_rerun_000000000128,5608,0,0,0,0,12.173323823109843,0
080613_5_ph_rerun_k141_903029,3007,0,0,0,0,23.771428571428572,0
080613_5_ph_rerun_k141_319503,4734,0,0,0,1.0266047297297298,6.956925675675675,0
080613_5_ph_rerun_k141_1137463,14270,0,0,0,0,10.961603139013453,0
080613_5_ph_rerun_k141_1491483,2895,0,0,0,0,8.92822636300897,0
cn_080613_5_ph_rerun_000000000384,22789,0,0,0,0,19.89758666081615,0
cn_080613_5_ph_rerun_000000000382,19723,0,0,0,0,12.394707492649296,0
cn_080613_5_ph_rerun_000000000196,44898,0,0,0,0,11.029933184855233,0
080613_5_ph_rerun_k141_787206,2760,0,0,0,0,6.481159420289855,0
080613_5_ph_rerun_k141_1721470,3304,0,0,0,0,7.849878934624697,0
cn_080613_5_ph_rerun_000000000068,10611,0,0,0,0,13.299981156962502,0
cn_080613_5_ph_rerun_000000000504,5389,0,0,0,0,46.01743970315399,21.1417439703154
080613_5_ph_rerun_k141_787452,3921,0,0,0,0,8.187149413564509,0
080613_5_ph_rerun_k141_903798,5045,0,0,0,0,11.538644470868014,0
080613_5_ph_rerun_k141_1024330,8577,0,0,0,0,14.97645138726976,0
080613_5_ph_rerun_k141_671198,5050,0,0,0,0,7.184085510688836,0
cn_080613_5_ph_rerun_000000000078,7034,0,0,0,0,7.0821489482660605,0
080613_5_ph_rerun_k141_1722251,3232,0,0,0,0.01485148514851485,13.177599009900991,0
080613_5_ph_rerun_k141_555563,2935,0,0,0,0,205.5861130020422,9.20285908781484
080613_5_ph_rerun_k141_1024545,3960,0,0,0,0,5.194949494949495,0
cn_080613_5_ph_rerun_000000000560,5891,0,0,0,0,8.104852392263318,0
cn_080613_5_ph_rerun_000000000217,11292,0,0,0,0,11.021076868579526,0
080613_5_ph_rerun_k141_441296,3186,0,0,0,0,7.267879548306148,0
cn_080613_5_ph_rerun_000000000287,5428,0,0,0,0,11.812453942520266,0
cn_080613_5_ph_rerun_000000000577,11236,0,0,0,0,10.293342826628693,0
080613_5_ph_rerun_k141_1493078,3378,0,0,0,0,15.169230769230769,0
080613_5_ph_rerun_k141_788471,4089,0,0,0,0,13.841075794621027,0
080613_5_ph_rerun_k141_1257883,4362,0,0,0,0,7.307057745187901,0
080613_5_ph_rerun_k141_212396,2713,0,0,0,0,10.820191599115697,0
cn_080613_5_ph_rerun_000000000218,7568,0,0,0.2489429175475687,0,8.223572938689218,0
cn_080613_5_ph_rerun_000000000283,12958,0,0,0,0,8.47391975308642,0
cn_080613_5_ph_rerun_000000000290,5805,0,0,0,0,9.778849466069584,0
080613_5_ph_rerun_k141_1139558,3473,0,0,0,0,8.065630397236616,0
080613_5_ph_rerun_k141_442243,4671,0,0,0,0,14.43474540008558,0.17329910141206675
080613_5_ph_rerun_k141_1258537,2771,302.5342465753425,398.63157894736844,0.8183129055515501,0,20.33381398702235,2.9509733237202593
080613_5_ph_rerun_k141_91408,3409,0,0,0,0,10.635777126099708,0
080613_5_ph_rerun_k141_213224,3508,0,0,0,0,14.191562143671607,0
080613_5_ph_rerun_k141_1724276,2901,0,0,0,0,5.096485182632667,0
cn_080613_5_ph_rerun_000000000059,10043,0,0,0,0,7.232928528767669,0
cn_080613_5_ph_rerun_000000000612,5690,0,0,0,0,5.260014054813774,0
080613_5_ph_rerun_k141_1141227,3335,0,0,0,0,12.236668663870581,0
cn_080613_5_ph_rerun_000000000627,6752,0,0,0,0,8.893661137440759,0
080613_5_ph_rerun_k141_1027364,2874,0,0,0,0,30.64603616133519,0
080613_5_ph_rerun_k141_1842258,2960,0,0,0,0,7.638513513513513,0
080613_5_ph_rerun_k141_93065,3009,0,0,0,0,4.46046511627907,0
cn_080613_5_ph_rerun_000000000491,6017,0,0,0,0,9.816550348953141,0
cn_080613_5_ph_rerun_000000000342,10789,0,0,0,0,7.183317886932345,0
080613_5_ph_rerun_k141_1496364,3080,0,0,0,0,8.793506493506493,0
cn_080613_5_ph_rerun_000000000043,57835,0,0,0,0,14.922231059165254,0
cn_080613_5_ph_rerun_000000000197,11797,0,0,0,0,12.035090693337853,0
cn_080613_5_ph_rerun_000000000591,8251,0,0,0,0,17.55439786770051,0
080613_5_ph_rerun_k141_1260847,3561,0,0,0,0,5.4469399213924765,0
cn_080613_5_ph_rerun_000000000289,5374,0,0,0,0,8.33891369047619,0
080613_5_ph_rerun_k141_445063,2635,0,0,0,194.2388172858226,22.588324488248674,0
cn_080613_5_ph_rerun_000000000424,5391,0,0,0,0,6.082684464219503,0
080613_5_ph_rerun_k141_323991,2716,0,0,0,0,6.702503681885125,0
cn_080613_5_ph_rerun_000000000154,10667,0,0,0,0,7.746766635426429,0
080613_5_ph_rerun_k141_1611774,2608,0,0,0,0,5.103527607361963,0
080613_5_ph_rerun_k141_445677,3774,0,0,0,0,6.989406779661017,0
cn_080613_5_ph_rerun_000000000396,6676,0,0,0,0,9.976033553025763,0
080613_5_ph_rerun_k141_908620,4251,0,0,0,0,8.444757874941232,0
cn_080613_5_ph_rerun_000000000122,10590,0,0,0,0,8.830249244712991,0.38198640483383683
080613_5_ph_rerun_k141_1374533,4537,0,0,0,0,15.16086381665932,0
080613_5_ph_rerun_k141_1727698,3207,0,0,0,0,6.915264797507788,0
080613_5_ph_rerun_k141_1143857,2599,0,0,0,0,9.642582628747117,0
080613_5_ph_rerun_k141_1262356,2663,0,0,0,0,13.033758439609903,0
080613_5_ph_rerun_k141_1262658,2534,0,0,0,0,10.610410094637224,0
080613_5_ph_rerun_k141_446670,3466,0,0,0,0,5.659746251441753,0
080613_5_ph_rerun_k141_1144174,3021,0,0,0,0,33.229649238914625,0
080613_5_ph_rerun_k141_325757,3794,0,0,0,0,3.9425711275026343,0
cn_080613_5_ph_rerun_000000000052,8233,0,0,0,0,10.354141365071655,0
080613_5_ph_rerun_k141_793779,3893,0,0,0,0,6.91628145865434,0
cn_080613_5_ph_rerun_000000000369,5050,0,0,0,0,7.006730007917656,0.02454473475851148
080613_5_ph_rerun_k141_1375529,3192,0,0,0,0,7.401002506265664,0
080613_5_ph_rerun_k141_1030887,4476,0,0,0,0,9.426720285969616,0
080613_5_ph_rerun_k141_1614001,2887,0,0,0,0,6.8359861591695505,0
cn_080613_5_ph_rerun_000000000237,10880,0,0,0,0,10.059558823529411,0
080613_5_ph_rerun_k141_1145533,4311,0,0,0,0,8.181270282800185,0
080613_5_ph_rerun_k141_1263953,3787,0,0,0,0,8.596306068601583,0
080613_5_ph_rerun_k141_1615043,3643,0,0,0,0,174.70433351618212,0.23806911684037302
080613_5_ph_rerun_k141_1730481,2709,0,0,0,0,6.83690036900369,0
080613_5_ph_rerun_k141_1145990,2640,0,0,0,0,8.196969696969697,0
cn_080613_5_ph_rerun_000000000306,7779,0,0,0,0,6.808275507581598,1.8578771524029813
080613_5_ph_rerun_k141_98076,4065,0,0,0,0,7.8996556812592225,0
cn_080613_5_ph_rerun_000000000206,68566,0,0,0,0,15.115476607163691,0
080613_5_ph_rerun_k141_1032780,2975,0,0,0,0,5.302216252518469,0
080613_5_ph_rerun_k141_796418,4236,0,0,0,0,12.715769593956562,0
080613_5_ph_rerun_k141_219766,4528,0,0,0,0,6.449204946996466,0
080613_5_ph_rerun_k141_98579,2716,0,0,0,0,7.006627393225331,0
080613_5_ph_rerun_k141_1731509,2769,0,0,0,0,10.420216606498196,0
080613_5_ph_rerun_k141_220060,4951,0,0,0,0,7.109002825999193,0
cn_080613_5_ph_rerun_000000000328,14452,0,0,0,0,8.674231940215886,0
cn_080613_5_ph_rerun_000000000100,8466,0,0,0,0,55.10840812470477,0.030940009447331128
cn_080613_5_ph_rerun_000000000593,22746,0,0,0,0,30.49753824512045,0
cn_080613_5_ph_rerun_000000000620,9288,0,0,0,0,9.481266149870802,0
080613_5_ph_rerun_k141_1616544,3788,0,0,0,0,10.2909186906019,0
cn_080613_5_ph_rerun_000000000425,8068,0,0,0,0,6.964799206742687,0
080613_5_ph_rerun_k141_1848708,3435,0,0,0,0,14.68586387434555,0
080613_5_ph_rerun_k141_1147747,3847,0,0,0,0,5.657662337662337,0
cn_080613_5_ph_rerun_000000000462,7327,0,0,0,0,9.481582537517053,0
080613_5_ph_rerun_k141_1617110,2708,0.03175775480059084,0,0,0,4.977104874446086,0
080613_5_ph_rerun_k141_681587,3517,0,0,0,0,8.324616259238203,0
080613_5_ph_rerun_k141_221408,4675,0,0,0,0.15391192817443353,7.107738349722103,0
080613_5_ph_rerun_k141_451985,2621,0,0,0,0,5.335621662852784,0.12509534706331046
cn_080613_5_ph_rerun_000000000563,6834,0,0,0,0,26.422469280280865,0
080613_5_ph_rerun_k141_1267703,2780,0,0,0,0,6.979856115107913,0
cn_080613_5_ph_rerun_000000000336,8680,0,0,0,0,16.02741935483871,0
080613_5_ph_rerun_k141_1734212,3249,0,0,0,0,5.390153846153846,0
080613_5_ph_rerun_k141_331310,2806,0,0,0,0,10.004985754985755,0
cn_080613_5_ph_rerun_000000000430,10879,0,0,0,0,11.11082521595295,0
080613_5_ph_rerun_k141_101722,4545,0,0,0,0,34.93708754949406,0
080613_5_ph_rerun_k141_1851476,2785,0,0,0,0,8.299353912419239,0
080613_5_ph_rerun_k141_568006,3184,0,0,0,0,16.10427135678392,0
cn_080613_5_ph_rerun_000000000604,5979,0,0,0,0,14.965563356736878,0
080613_5_ph_rerun_k141_1504815,3796,0,0,0,0,8.314541622760801,0
080613_5_ph_rerun_k141_1037047,2790,0,0,0,0,5.08595988538682,0
cn_080613_5_ph_rerun_000000000637,29018,0,0,0,24.76747070985527,15.66326671261199,0.21778084079944865
080613_5_ph_rerun_k141_1037060,2874,0,0,0,0,62.445062586926284,0
080613_5_ph_rerun_k141_800912,2796,0,0,0,0,8.871959942775394,2.09585121602289
cn_080613_5_ph_rerun_000000000482,6540,0,0,0,0,8.166055045871559,0
cn_080613_5_ph_rerun_000000000597,7665,0,0,0,0,9.120532220193061,0
080613_5_ph_rerun_k141_224526,2619,0,0,0,0,4.45537757437071,0
080613_5_ph_rerun_k141_684510,3452,0,0,0,0,10.297798377752027,0
080613_5_ph_rerun_k141_801193,2982,0,0,0,0,5.267426273458445,0
cn_080613_5_ph_rerun_000000000254,16983,0,0,0,0,42.95949605557518,0
080613_5_ph_rerun_k141_102913,2584,0,0,0,0,25.83359133126935,0
080613_5_ph_rerun_k141_1620105,4362,0,0,0,0,9.327681026581118,0
080613_5_ph_rerun_k141_1381531,2967,0,0,0,0,6.285521885521885,0
080613_5_ph_rerun_k141_1381533,3634,0,0,0,0,46.6958195819582,0.32068206820682066
080613_5_ph_rerun_k141_1037814,4236,0,0,0,0,8.152974504249292,59.0042492917847
cn_080613_5_ph_rerun_000000000512,5561,0,0,0,0,6.966558791801511,0
080613_5_ph_rerun_k141_917331,2786,0,0,0,0,2.7604017216642753,0
080613_5_ph_rerun_k141_1506029,3264,0,0,0,0,19.137867647058822,0
080613_5_ph_rerun_k141_569669,3459,0,0,0,0,8.170421721548237,0
080613_5_ph_rerun_k141_1620784,4055,0,0,0,0,9.94972893050764,0
cn_080613_5_ph_rerun_000000000105,10464,0,0,0,0,9.896406727828746,0
080613_5_ph_rerun_k141_569844,3984,0,0,0,0,52.86646586345382,7.4417670682730925
080613_5_ph_rerun_k141_570103,3168,0,0,0,0,7.866792929292929,0
cn_080613_5_ph_rerun_000000000407,47141,0,0,0,0,53.884052437317045,0
080613_5_ph_rerun_k141_1382390,2884,0,0,0,0,11.560332871012482,0
080613_5_ph_rerun_k141_685741,3151,0,0,0,0,6.668991756499683,0
080613_5_ph_rerun_k141_104203,2918,0,0,0,0,6.043835616438356,0
080613_5_ph_rerun_k141_1621595,2748,0,0,0,0,7.026200873362446,0
cn_080613_5_ph_rerun_000000000064,9817,0,0,0,0,6.695457323283764,0
