MAG,contig,length
MAG_22,c_000000006473,1615043
MAG_22,c_000000006474,1224026
MAG_22,c_000000006475,1408476
MAG_22,c_000000006476,763420
MAG_22,c_000000006477,1420586
MAG_22,c_000000006478,1050427
MAG_22,c_000000006479,999135
MAG_22,c_000000006480,1039905
MAG_22,c_000000006481,1445303
MAG_22,c_000000006482,1601676
MAG_22,c_000000006483,1787731
MAG_22,c_000000006484,632315
MAG_22,c_000000006485,936859
MAG_22,c_000000006486,1801325
MAG_22,c_000000006487,1824125
MAG_22,c_000000006488,520780
MAG_22,c_000000006489,242137
MAG_22,c_000000006490,1440008
MAG_22,c_000000006491,1218630
MAG_22,c_000000006492,354114
MAG_22,c_000000006493,644732
MAG_22,c_000000006494,1716815
MAG_22,c_000000006495,1219226
MAG_22,c_000000006496,1657360
MAG_22,c_000000006497,611940
MAG_22,c_000000006498,1784182
MAG_22,c_000000006499,1219279
MAG_22,c_000000006500,1401748
MAG_22,c_000000006501,613584
MAG_22,c_000000006502,607744
MAG_22,c_000000006503,1639005
MAG_22,c_000000006504,376763
MAG_22,c_000000006505,522797
MAG_22,c_000000006506,1525198
MAG_22,c_000000006507,120371
MAG_22,c_000000006508,1409627
MAG_22,c_000000006509,1527668
MAG_22,c_000000006510,1759732
MAG_22,c_000000006511,862263
MAG_22,c_000000006512,1530296
MAG_22,c_000000006513,151557
MAG_22,c_000000006514,1204769
MAG_22,c_000000006515,1556373
MAG_22,c_000000006516,1528690
MAG_22,c_000000006517,244958
MAG_22,c_000000006518,1300520
MAG_22,c_000000006519,967038
MAG_22,c_000000006520,955185
MAG_22,c_000000006521,1550283
MAG_22,c_000000006522,1028077
MAG_22,c_000000006523,1688549
MAG_22,c_000000006524,135121
MAG_22,c_000000006525,139152
MAG_22,c_000000006526,953199
MAG_22,c_000000006527,138857
MAG_22,c_000000006528,263114
MAG_22,c_000000006529,1646867
MAG_22,c_000000006530,1062263
MAG_22,c_000000006531,1414249
MAG_22,c_000000006532,1734801
MAG_22,c_000000006533,567485
MAG_22,c_000000006534,1401359
MAG_22,c_000000006535,1692494
MAG_22,c_000000006536,638192
MAG_22,c_000000006537,1407167
MAG_22,c_000000006538,468455
MAG_22,c_000000006539,646767
MAG_22,c_000000006540,863642
MAG_22,c_000000006541,692084
MAG_22,c_000000006542,1051897
MAG_22,c_000000006543,619390
MAG_22,c_000000006544,1691134
MAG_22,c_000000006545,840271
MAG_22,c_000000006546,430741
MAG_22,c_000000006547,1427076
MAG_22,c_000000006548,1648431
MAG_22,c_000000006549,601015
MAG_22,c_000000006550,152394
MAG_22,c_000000006551,157102
MAG_22,c_000000006552,1710796
MAG_22,c_000000006553,1310323
MAG_22,c_000000006554,499961
MAG_22,c_000000006555,1581336
MAG_22,c_000000006556,463404
MAG_22,c_000000006557,1139911
MAG_22,c_000000006558,584780
MAG_22,c_000000006559,379586
MAG_22,c_000000006560,1549860
MAG_22,c_000000006561,1173796
MAG_22,c_000000006562,75830
MAG_22,c_000000006563,375308
MAG_22,c_000000006564,1339397
MAG_22,c_000000006565,1315180
MAG_22,c_000000006566,839977
MAG_22,c_000000006567,1330646
MAG_22,c_000000006568,118374
MAG_22,c_000000006569,700940
MAG_22,c_000000006570,51845
MAG_22,c_000000006571,5799
MAG_22,c_000000006572,582465
MAG_22,c_000000006573,366425
MAG_22,c_000000006574,497456
MAG_22,c_000000006575,1635182
MAG_22,c_000000006576,741744
MAG_22,c_000000006577,412313
MAG_22,c_000000006578,1379986
MAG_22,c_000000006579,899579
MAG_22,c_000000006580,468383
MAG_22,c_000000006581,5053
MAG_22,c_000000006582,391912
MAG_22,c_000000006583,198197
MAG_22,c_000000006584,699787
MAG_22,c_000000006585,1478937
MAG_22,c_000000006586,858387
MAG_22,c_000000006587,462812
MAG_22,c_000000006588,1146812
MAG_22,c_000000006589,1209099
MAG_22,c_000000006590,1082153
MAG_22,c_000000006591,1170881
MAG_22,c_000000006592,717434
MAG_22,c_000000006593,588646
MAG_22,c_000000006594,285446
MAG_22,c_000000006595,840027
MAG_22,c_000000006596,1060866
MAG_22,c_000000006597,1584143
MAG_22,c_000000006598,742713
MAG_23,c_000000006599,365001
MAG_23,c_000000006600,15970
MAG_23,c_000000006601,1781095
MAG_23,c_000000006602,1074724
MAG_23,c_000000006603,1643852
MAG_23,c_000000006604,255574
MAG_23,c_000000006605,1341240
MAG_23,c_000000006606,1691005
MAG_23,c_000000006607,1656554
MAG_23,c_000000006608,706867
MAG_23,c_000000006609,1779907
MAG_23,c_000000006610,1825104
MAG_23,c_000000006611,357564
MAG_23,c_000000006612,284834
MAG_23,c_000000006613,254685
MAG_23,c_000000006614,1816435
MAG_23,c_000000006615,1061814
MAG_23,c_000000006616,348563
MAG_23,c_000000006617,401384
MAG_23,c_000000006618,1026032
MAG_23,c_000000006619,1055683
MAG_23,c_000000006620,1067892
MAG_23,c_000000006621,204794
MAG_23,c_000000006622,1212629
MAG_23,c_000000006623,1186983
MAG_23,c_000000006624,1600181
MAG_23,c_000000006625,1340962
MAG_23,c_000000006626,1671941
MAG_23,c_000000006627,1213537
MAG_23,c_000000006628,1561390
MAG_23,c_000000006629,624958
MAG_23,c_000000006630,1416159
MAG_23,c_000000006631,869628
MAG_23,c_000000006632,1714098
MAG_23,c_000000006633,1531168
MAG_23,c_000000006634,896598
MAG_23,c_000000006635,1292981
MAG_23,c_000000006636,1313437
MAG_23,c_000000006637,1541569
MAG_23,c_000000006638,1714726
MAG_23,c_000000006639,1717681
MAG_23,c_000000006640,611686
MAG_23,c_000000006641,946754
MAG_23,c_000000006642,1141527
MAG_23,c_000000006643,281
MAG_23,c_000000006644,656274
MAG_23,c_000000006645,1693721
MAG_23,c_000000006646,734314
MAG_23,c_000000006647,1720620
MAG_23,c_000000006648,1766878
MAG_23,c_000000006649,238203
MAG_23,c_000000006650,1464119
MAG_23,c_000000006651,20112
MAG_23,c_000000006652,1112348
MAG_23,c_000000006653,1414718
MAG_23,c_000000006654,896204
MAG_23,c_000000006655,969957
MAG_23,c_000000006656,460270
MAG_23,c_000000006657,508167
MAG_23,c_000000006658,737598
MAG_23,c_000000006659,1430715
MAG_23,c_000000006660,1247272
MAG_23,c_000000006661,1829521
MAG_23,c_000000006662,1524876
MAG_23,c_000000006663,732430
MAG_23,c_000000006664,851901
MAG_23,c_000000006665,252365
MAG_23,c_000000006666,832771
MAG_23,c_000000006667,1754797
MAG_23,c_000000006668,639311
MAG_23,c_000000006669,1658664
MAG_23,c_000000006670,905142
MAG_23,c_000000006671,22369
MAG_23,c_000000006672,1527259
MAG_23,c_000000006673,1778635
MAG_23,c_000000006674,641125
MAG_23,c_000000006675,1024716
MAG_23,c_000000006676,577503
MAG_23,c_000000006677,718949
MAG_23,c_000000006678,62039
MAG_23,c_000000006679,642396
MAG_23,c_000000006680,1578896
MAG_23,c_000000006681,1677010
MAG_23,c_000000006682,1225053
MAG_24,c_000000006683,556899
MAG_24,c_000000006684,932141
MAG_24,c_000000006685,845892
MAG_24,c_000000006686,1755438
MAG_24,c_000000006687,985328
MAG_24,c_000000006688,1175954
MAG_24,c_000000006689,209763
MAG_24,c_000000006690,144098
MAG_24,c_000000006691,1055137
MAG_24,c_000000006692,3274
MAG_24,c_000000006693,1528711
MAG_24,c_000000006694,407755
MAG_24,c_000000006695,1539979
MAG_24,c_000000006696,1315389
MAG_24,c_000000006697,1595464
MAG_24,c_000000006698,936611
MAG_24,c_000000006699,1601600
MAG_24,c_000000006700,1827121
MAG_24,c_000000006701,69365
MAG_24,c_000000006702,1230261
MAG_24,c_000000006703,309571
MAG_24,c_000000006704,683990
MAG_24,c_000000006705,1211790
MAG_24,c_000000006706,1767972
MAG_24,c_000000006707,452303
MAG_24,c_000000006708,1120372
MAG_24,c_000000006709,1521450
MAG_24,c_000000006710,303088
MAG_24,c_000000006711,1605763
MAG_24,c_000000006712,498246
MAG_24,c_000000006713,59436
MAG_24,c_000000006714,959262
MAG_24,c_000000006715,271376
MAG_24,c_000000006716,1409175
MAG_24,c_000000006717,1072793
MAG_24,c_000000006718,508876
MAG_24,c_000000006719,1118235
MAG_24,c_000000006720,1109148
MAG_24,c_000000006721,484287
MAG_24,c_000000006722,996001
MAG_24,c_000000006723,903112
MAG_24,c_000000006724,197980
MAG_24,c_000000006725,1028373
MAG_24,c_000000006726,424100
MAG_24,c_000000006727,1859698
MAG_24,c_000000006728,1820640
MAG_24,c_000000006729,1863763
MAG_24,c_000000006730,1116155
MAG_24,c_000000006731,1002130
MAG_24,c_000000006732,1195180
MAG_24,c_000000006733,1002509
MAG_24,c_000000006734,1418826
MAG_24,c_000000006735,1497646
MAG_24,c_000000006736,814411
MAG_24,c_000000006737,1222164
MAG_24,c_000000006738,15397
MAG_24,c_000000006739,341950
MAG_24,c_000000006740,1179897
MAG_24,c_000000006741,1350600
MAG_24,c_000000006742,788820
MAG_24,c_000000006743,825550
MAG_24,c_000000006744,1211506
MAG_24,c_000000006745,1095372
MAG_24,c_000000006746,1730817
MAG_24,c_000000006747,1779731
MAG_24,c_000000006748,49396
MAG_25,c_000000006749,804986
MAG_25,c_000000006750,1646005
MAG_25,c_000000006751,997741
MAG_25,c_000000006752,1162781
MAG_25,c_000000006753,272336
MAG_25,c_000000006754,1829829
MAG_25,c_000000006755,1180746
MAG_25,c_000000006756,975285
MAG_25,c_000000006757,1839455
MAG_25,c_000000006758,1163648
MAG_25,c_000000006759,99558
MAG_25,c_000000006760,851839
MAG_25,c_000000006761,1690266
MAG_25,c_000000006762,725249
MAG_25,c_000000006763,1094580
MAG_25,c_000000006764,660967
MAG_25,c_000000006765,273712
MAG_25,c_000000006766,1860021
MAG_25,c_000000006767,630583
MAG_25,c_000000006768,1031298
MAG_25,c_000000006769,1038563
MAG_25,c_000000006770,1170755
MAG_25,c_000000006771,995601
MAG_25,c_000000006772,1350036
MAG_25,c_000000006773,1122565
MAG_25,c_000000006774,53084
MAG_25,c_000000006775,1305827
MAG_25,c_000000006776,132992
MAG_25,c_000000006777,1467592
MAG_25,c_000000006778,1528664
MAG_25,c_000000006779,30584
MAG_25,c_000000006780,1833733
MAG_25,c_000000006781,511954
MAG_25,c_000000006782,1821958
MAG_25,c_000000006783,424013
MAG_25,c_000000006784,3334
MAG_25,c_000000006785,1452808
MAG_25,c_000000006786,1603631
MAG_25,c_000000006787,1339235
MAG_25,c_000000006788,1111104
MAG_25,c_000000006789,1097413
MAG_25,c_000000006790,1271469
MAG_25,c_000000006791,1292320
MAG_25,c_000000006792,1482248
MAG_25,c_000000006793,1381706
MAG_25,c_000000006794,1179061
MAG_25,c_000000006795,511643
MAG_25,c_000000006796,1104126
MAG_25,c_000000006797,1592407
MAG_25,c_000000006798,1398113
MAG_25,c_000000006799,422130
MAG_25,c_000000006800,1318684
MAG_25,c_000000006801,910059
MAG_25,c_000000006802,1534857
MAG_25,c_000000006803,1573280
MAG_25,c_000000006804,1749159
MAG_25,c_000000006805,977385
MAG_25,c_000000006806,465702
MAG_25,c_000000006807,1257640
MAG_25,c_000000006808,15406
MAG_25,c_000000006809,208894
MAG_25,c_000000006810,1146659
MAG_25,c_000000006811,1284050
MAG_25,c_000000006812,1419577
MAG_25,c_000000006813,637562
MAG_25,c_000000006814,1210710
MAG_25,c_000000006815,786659
MAG_25,c_000000006816,22800
MAG_25,c_000000006817,1311677
MAG_25,c_000000006818,264328
MAG_25,c_000000006819,1859533
MAG_25,c_000000006820,1432591
MAG_25,c_000000006821,386040
MAG_25,c_000000006822,895162
MAG_25,c_000000006823,434378
MAG_25,c_000000006824,849579
MAG_25,c_000000006825,943338
MAG_25,c_000000006826,536175
MAG_25,c_000000006827,1383197
MAG_25,c_000000006828,1210356
MAG_25,c_000000006829,1024908
MAG_25,c_000000006830,1268562
MAG_25,c_000000006831,735141
MAG_25,c_000000006832,183135
MAG_25,c_000000006833,1796661
MAG_25,c_000000006834,551009
MAG_25,c_000000006835,1794699
MAG_25,c_000000006836,1121454
MAG_25,c_000000006837,1056376
MAG_25,c_000000006838,1444152
MAG_25,c_000000006839,1316847
MAG_25,c_000000006840,805984
MAG_25,c_000000006841,382569
MAG_25,c_000000006842,150034
MAG_25,c_000000006843,1017265
MAG_25,c_000000006844,1071992
MAG_25,c_000000006845,501656
MAG_25,c_000000006846,877515
MAG_25,c_000000006847,1252983
MAG_25,c_000000006848,527625
MAG_25,c_000000006849,971751
MAG_25,c_000000006850,439940
MAG_25,c_000000006851,1266292
MAG_25,c_000000006852,647863
MAG_25,c_000000006853,1376378
MAG_25,c_000000006854,41478
MAG_25,c_000000006855,965827
MAG_25,c_000000006856,980446
MAG_25,c_000000006857,277438
MAG_25,c_000000006858,1445930
MAG_25,c_000000006859,1540856
MAG_25,c_000000006860,896771
MAG_25,c_000000006861,175607
MAG_25,c_000000006862,837350
MAG_25,c_000000006863,1768900
MAG_25,c_000000006864,803339
MAG_25,c_000000006865,1476763
MAG_25,c_000000006866,734036
MAG_25,c_000000006867,1360217
MAG_25,c_000000006868,902049
MAG_25,c_000000006869,1334343
MAG_25,c_000000006870,1304091
MAG_25,c_000000006871,1177957
MAG_25,c_000000006872,1025607
MAG_25,c_000000006873,339180
MAG_25,c_000000006874,919299
MAG_25,c_000000006875,1612027
MAG_25,c_000000006876,106113
MAG_25,c_000000006877,1171138
MAG_25,c_000000006878,98902
MAG_25,c_000000006879,294984
MAG_25,c_000000006880,903543
MAG_25,c_000000006881,277128
MAG_25,c_000000006882,462780
MAG_25,c_000000006883,1291593
MAG_25,c_000000006884,870467
MAG_25,c_000000006885,1251579
MAG_25,c_000000006886,1256477
MAG_25,c_000000006887,1148160
MAG_25,c_000000006888,397703
MAG_25,c_000000006889,416789
MAG_25,c_000000006890,456897
MAG_25,c_000000006891,1151134
MAG_25,c_000000006892,1393651
MAG_25,c_000000006893,1089019
MAG_25,c_000000006894,25964
MAG_25,c_000000006895,764900
MAG_25,c_000000006896,1318896
MAG_25,c_000000006897,1422440
MAG_25,c_000000006898,313413
MAG_25,c_000000006899,262585
MAG_25,c_000000006900,919761
MAG_25,c_000000006901,1826316
MAG_25,c_000000006902,1708437
MAG_25,c_000000006903,521367
MAG_25,c_000000006904,1831991
MAG_25,c_000000006905,231346
MAG_25,c_000000006906,1131891
MAG_25,c_000000006907,601362
MAG_25,c_000000006908,1246971
MAG_25,c_000000006909,661125
MAG_25,c_000000006910,1462020
MAG_25,c_000000006911,302140
MAG_25,c_000000006912,103859
MAG_25,c_000000006913,46022
MAG_25,c_000000006914,936657
MAG_25,c_000000006915,95281
MAG_25,c_000000006916,404077
MAG_25,c_000000006917,793878
MAG_25,c_000000006918,473076
MAG_25,c_000000006919,289716
MAG_25,c_000000006920,1190336
MAG_25,c_000000006921,125020
MAG_25,c_000000006922,1058047
MAG_25,c_000000006923,941613
MAG_25,c_000000006924,1587549
MAG_25,c_000000006925,41706
MAG_25,c_000000006926,895646
MAG_25,c_000000006927,1142180
MAG_25,c_000000006928,921592
MAG_25,c_000000006929,1698425
MAG_25,c_000000006930,458104
MAG_25,c_000000006931,48149
MAG_25,c_000000006932,1111886
MAG_25,c_000000006933,448972
MAG_25,c_000000006934,856749
MAG_25,c_000000006935,65556
MAG_25,c_000000006936,1449930
MAG_25,c_000000006937,1173493
MAG_25,c_000000006938,1093152
MAG_25,c_000000006939,1813682
MAG_25,c_000000006940,1707814
MAG_25,c_000000006941,1126404
MAG_25,c_000000006942,583448
MAG_25,c_000000006943,1098984
MAG_25,c_000000006944,1781465
MAG_25,c_000000006945,502226
MAG_25,c_000000006946,1235919
MAG_25,c_000000006947,1838527
MAG_25,c_000000006948,477965
MAG_25,c_000000006949,1835681
MAG_25,c_000000006950,1323258
MAG_25,c_000000006951,1130727
MAG_25,c_000000006952,1207215
MAG_25,c_000000006953,338253
MAG_25,c_000000006954,681856
MAG_25,c_000000006955,1645443
MAG_25,c_000000006956,350407
MAG_25,c_000000006957,1049368
MAG_25,c_000000006958,1804129
MAG_25,c_000000006959,1069601
MAG_25,c_000000006960,1535778
MAG_25,c_000000006961,1159978
MAG_25,c_000000006962,315913
MAG_25,c_000000006963,1245992
MAG_25,c_000000006964,1121691
MAG_25,c_000000006965,1022653
MAG_25,c_000000006966,130736
MAG_25,c_000000006967,943343
MAG_25,c_000000006968,858565
MAG_25,c_000000006969,11198
MAG_25,c_000000006970,1024511
MAG_25,c_000000006971,806840
MAG_25,c_000000006972,1253651
MAG_25,c_000000006973,1732655
MAG_25,c_000000006974,1013097
MAG_25,c_000000006975,1665251
MAG_25,c_000000006976,1101548
MAG_25,c_000000006977,130228
MAG_25,c_000000006978,1570208
MAG_25,c_000000006979,1068794
MAG_25,c_000000006980,1231768
MAG_25,c_000000006981,1325549
MAG_25,c_000000006982,891084
MAG_25,c_000000006983,1265388
MAG_25,c_000000006984,93737
MAG_25,c_000000006985,1134402
MAG_25,c_000000006986,279801
MAG_25,c_000000006987,1263487
MAG_25,c_000000006988,211782
MAG_25,c_000000006989,677292
MAG_25,c_000000006990,1398911
MAG_25,c_000000006991,403149
MAG_25,c_000000006992,1744969
MAG_25,c_000000006993,1403002
MAG_25,c_000000006994,502259
MAG_25,c_000000006995,668564
MAG_25,c_000000006996,1600140
MAG_25,c_000000006997,1574675
MAG_25,c_000000006998,893807
MAG_25,c_000000006999,509137
MAG_25,c_000000007000,300345
MAG_25,c_000000007001,1249282
MAG_25,c_000000007002,1162829
MAG_25,c_000000007003,1578087
MAG_25,c_000000007004,1168449
MAG_25,c_000000007005,1093011
MAG_25,c_000000007006,727378
MAG_25,c_000000007007,1036568
MAG_25,c_000000007008,473313
MAG_25,c_000000007009,1267042
MAG_25,c_000000007010,286322
MAG_25,c_000000007011,1546213
MAG_25,c_000000007012,1700576
MAG_25,c_000000007013,1215459
MAG_25,c_000000007014,1668906
MAG_25,c_000000007015,952999
MAG_25,c_000000007016,1793551
MAG_25,c_000000007017,1174304
MAG_25,c_000000007018,128201
MAG_25,c_000000007019,628912
MAG_25,c_000000007020,989164
MAG_25,c_000000007021,1367768
MAG_25,c_000000007022,925828
MAG_25,c_000000007023,111516
MAG_25,c_000000007024,421588
MAG_25,c_000000007025,17520
MAG_25,c_000000007026,241466
MAG_25,c_000000007027,1764146
MAG_25,c_000000007028,1844561
MAG_25,c_000000007029,120381
MAG_25,c_000000007030,510755
MAG_25,c_000000007031,954288
MAG_25,c_000000007032,1850242
MAG_25,c_000000007033,278447
MAG_25,c_000000007034,1536989
MAG_25,c_000000007035,1593204
MAG_25,c_000000007036,424721
MAG_25,c_000000007037,350689
MAG_25,c_000000007038,579470
MAG_25,c_000000007039,1540630
MAG_25,c_000000007040,1739509
MAG_25,c_000000007041,247708
MAG_25,c_000000007042,48061
MAG_25,c_000000007043,1412633
MAG_25,c_000000007044,1529117
MAG_25,c_000000007045,1185404
MAG_25,c_000000007046,990543
MAG_25,c_000000007047,937738
MAG_25,c_000000007048,618928
MAG_25,c_000000007049,1743828
MAG_25,c_000000007050,993606
MAG_25,c_000000007051,1756079
MAG_25,c_000000007052,689569
MAG_25,c_000000007053,1044383
MAG_25,c_000000007054,670641
MAG_25,c_000000007055,1345540
MAG_25,c_000000007056,503033
MAG_25,c_000000007057,31946
MAG_25,c_000000007058,1107044
MAG_25,c_000000007059,433909
MAG_25,c_000000007060,1210229
MAG_25,c_000000007061,1817703
MAG_25,c_000000007062,715989
MAG_25,c_000000007063,1223182
MAG_25,c_000000007064,391357
MAG_25,c_000000007065,929681
MAG_25,c_000000007066,809800
MAG_25,c_000000007067,1506938
MAG_25,c_000000007068,679464
MAG_25,c_000000007069,1810155
MAG_25,c_000000007070,1628930
MAG_25,c_000000007071,7849
MAG_25,c_000000007072,939366
MAG_25,c_000000007073,172812
MAG_25,c_000000007074,1799020
MAG_25,c_000000007075,1275272
MAG_25,c_000000007076,1160712
MAG_25,c_000000007077,1357183
MAG_25,c_000000007078,1156639
MAG_25,c_000000007079,1635014
MAG_25,c_000000007080,249035
MAG_25,c_000000007081,451162
MAG_25,c_000000007082,427350
MAG_25,c_000000007083,1150173
MAG_25,c_000000007084,195073
MAG_25,c_000000007085,789155
MAG_25,c_000000007086,846772
MAG_25,c_000000007087,1534637
MAG_25,c_000000007088,1636906
MAG_25,c_000000007089,901498
MAG_25,c_000000007090,226642
MAG_25,c_000000007091,320283
MAG_25,c_000000007092,1467469
MAG_25,c_000000007093,628371
MAG_25,c_000000007094,42463
MAG_25,c_000000007095,1058173
MAG_25,c_000000007096,1316013
MAG_25,c_000000007097,1128704
MAG_25,c_000000007098,1379270
MAG_25,c_000000007099,936844
MAG_25,c_000000007100,1598463
MAG_25,c_000000007101,739268
MAG_25,c_000000007102,1030309
MAG_25,c_000000007103,432568
MAG_25,c_000000007104,858384
MAG_25,c_000000007105,532815
MAG_25,c_000000007106,185651
MAG_25,c_000000007107,365542
MAG_25,c_000000007108,527066
MAG_25,c_000000007109,89869
MAG_25,c_000000007110,642497
MAG_25,c_000000007111,475727
MAG_25,c_000000007112,1239823
MAG_25,c_000000007113,1287732
MAG_25,c_000000007114,923203
MAG_25,c_000000007115,890251
MAG_25,c_000000007116,364089
MAG_25,c_000000007117,1014035
MAG_25,c_000000007118,1429322
MAG_25,c_000000007119,444989
MAG_25,c_000000007120,29070
MAG_25,c_000000007121,1844579
MAG_25,c_000000007122,190496
MAG_25,c_000000007123,179854
MAG_25,c_000000007124,1720570
MAG_25,c_000000007125,1074543
MAG_25,c_000000007126,439014
MAG_25,c_000000007127,124038
MAG_25,c_000000007128,1613851
MAG_25,c_000000007129,573467
MAG_25,c_000000007130,1744632
MAG_25,c_000000007131,929252
MAG_25,c_000000007132,410984
MAG_25,c_000000007133,1610364
MAG_25,c_000000007134,993017
MAG_25,c_000000007135,1614751
MAG_25,c_000000007136,1477091
MAG_25,c_000000007137,1134346
MAG_25,c_000000007138,491330
MAG_25,c_000000007139,1313326
MAG_25,c_000000007140,1200425
MAG_25,c_000000007141,455983
MAG_25,c_000000007142,1694781
MAG_25,c_000000007143,797953
MAG_25,c_000000007144,345889
MAG_25,c_000000007145,613549
MAG_25,c_000000007146,1205773
MAG_25,c_000000007147,348823
MAG_25,c_000000007148,1784843
MAG_25,c_000000007149,1229702
MAG_25,c_000000007150,330030
MAG_25,c_000000007151,400748
MAG_25,c_000000007152,1359246
MAG_25,c_000000007153,1550737
MAG_25,c_000000007154,1630173
MAG_25,c_000000007155,1862767
MAG_25,c_000000007156,665937
MAG_25,c_000000007157,1458462
MAG_25,c_000000007158,1407453
MAG_25,c_000000007159,1218534
MAG_25,c_000000007160,1259647
MAG_25,c_000000007161,108738
MAG_25,c_000000007162,895426
MAG_25,c_000000007163,154704
MAG_25,c_000000007164,1819830
MAG_25,c_000000007165,180515
MAG_25,c_000000007166,1085819
MAG_25,c_000000007167,31564
MAG_25,c_000000007168,220307
MAG_25,c_000000007169,944636
MAG_25,c_000000007170,1217694
MAG_25,c_000000007171,1279911
MAG_25,c_000000007172,692821
MAG_25,c_000000007173,354755
MAG_25,c_000000007174,584081
MAG_25,c_000000007175,993076
MAG_25,c_000000007176,616100
MAG_25,c_000000007177,1840749
MAG_25,c_000000007178,293682
MAG_25,c_000000007179,1188227
MAG_25,c_000000007180,1265650
MAG_25,c_000000007181,1118335
MAG_25,c_000000007182,1367553
MAG_25,c_000000007183,234142
MAG_25,c_000000007184,972139
MAG_25,c_000000007185,1694298
MAG_25,c_000000007186,955215
MAG_25,c_000000007187,894970
MAG_25,c_000000007188,1281474
MAG_25,c_000000007189,605301
MAG_25,c_000000007190,1759187
MAG_25,c_000000007191,1501022
MAG_25,c_000000007192,590508
MAG_25,c_000000007193,935746
MAG_25,c_000000007194,84987
MAG_25,c_000000007195,418061
MAG_25,c_000000007196,1828842
MAG_25,c_000000007197,49677
MAG_25,c_000000007198,218440
MAG_25,c_000000007199,1547984
MAG_25,c_000000007200,149704
MAG_25,c_000000007201,32429
MAG_25,c_000000007202,1224286
MAG_25,c_000000007203,1554309
MAG_25,c_000000007204,1769242
MAG_25,c_000000007205,1672158
MAG_25,c_000000007206,835037
MAG_25,c_000000007207,1457606
MAG_25,c_000000007208,1332
MAG_25,c_000000007209,705684
MAG_25,c_000000007210,1648230
MAG_25,c_000000007211,1213398
MAG_25,c_000000007212,500533
MAG_25,c_000000007213,232879
MAG_25,c_000000007214,1055460
MAG_25,c_000000007215,1266482
MAG_25,c_000000007216,1241331
MAG_25,c_000000007217,1696281
MAG_25,c_000000007218,1671113
MAG_25,c_000000007219,1301600
MAG_25,c_000000007220,988728
MAG_25,c_000000007221,1509698
MAG_25,c_000000007222,456666
MAG_25,c_000000007223,342053
MAG_25,c_000000007224,84018
MAG_25,c_000000007225,1839516
MAG_25,c_000000007226,1021447
MAG_25,c_000000007227,1747542
MAG_25,c_000000007228,183803
MAG_25,c_000000007229,298824
MAG_25,c_000000007230,375674
MAG_25,c_000000007231,963628
MAG_25,c_000000007232,1631987
MAG_25,c_000000007233,977685
MAG_25,c_000000007234,1703745
MAG_25,c_000000007235,1624870
MAG_25,c_000000007236,137587
MAG_25,c_000000007237,1265072
MAG_25,c_000000007238,1269200
MAG_25,c_000000007239,853988
MAG_25,c_000000007240,1562383
MAG_25,c_000000007241,475286
MAG_26,c_000000007242,958772
MAG_26,c_000000007243,380547
MAG_26,c_000000007244,440435
MAG_26,c_000000007245,1835337
MAG_26,c_000000007246,1829609
MAG_26,c_000000007247,1579381
MAG_26,c_000000007248,1472824
MAG_26,c_000000007249,1473342
MAG_26,c_000000007250,1146468
MAG_26,c_000000007251,1816952
MAG_26,c_000000007252,1294410
MAG_26,c_000000007253,474319
MAG_26,c_000000007254,252200
MAG_26,c_000000007255,831777
MAG_26,c_000000007256,822814
MAG_26,c_000000007257,920875
MAG_26,c_000000007258,1288835
MAG_26,c_000000007259,507260
MAG_26,c_000000007260,1158126
MAG_26,c_000000007261,1490174
MAG_26,c_000000007262,543924
MAG_26,c_000000007263,1086428
MAG_26,c_000000007264,1662226
MAG_26,c_000000007265,353992
MAG_26,c_000000007266,1569448
MAG_26,c_000000007267,974872
MAG_26,c_000000007268,48402
MAG_26,c_000000007269,445688
MAG_26,c_000000007270,1649521
MAG_26,c_000000007271,762751
MAG_26,c_000000007272,1195109
MAG_26,c_000000007273,1516998
MAG_26,c_000000007274,622738
MAG_26,c_000000007275,1797344
MAG_26,c_000000007276,500010
MAG_26,c_000000007277,1623578
MAG_26,c_000000007278,409996
MAG_26,c_000000007279,593504
MAG_26,c_000000007280,308491
MAG_26,c_000000007281,386222
MAG_26,c_000000007282,151057
MAG_26,c_000000007283,134023
MAG_26,c_000000007284,10171
MAG_26,c_000000007285,1001006
MAG_26,c_000000007286,1261451
MAG_26,c_000000007287,382827
MAG_26,c_000000007288,247645
MAG_26,c_000000007289,1436032
MAG_26,c_000000007290,78603
MAG_26,c_000000007291,880313
MAG_26,c_000000007292,1113477
MAG_26,c_000000007293,1677078
MAG_26,c_000000007294,259201
MAG_26,c_000000007295,1261932
MAG_26,c_000000007296,286019
MAG_26,c_000000007297,994415
MAG_26,c_000000007298,593986
MAG_26,c_000000007299,1195814
MAG_26,c_000000007300,1175890
MAG_26,c_000000007301,1805998
MAG_26,c_000000007302,79144
MAG_26,c_000000007303,211527
MAG_26,c_000000007304,8318
MAG_26,c_000000007305,720190
MAG_26,c_000000007306,1446598
MAG_26,c_000000007307,879868
MAG_26,c_000000007308,822940
MAG_26,c_000000007309,1080738
MAG_26,c_000000007310,1626491
MAG_26,c_000000007311,1563586
MAG_26,c_000000007312,1385605
MAG_26,c_000000007313,1419093
MAG_26,c_000000007314,1166037
MAG_26,c_000000007315,384596
MAG_26,c_000000007316,1377203
MAG_26,c_000000007317,1760103
MAG_26,c_000000007318,1176978
MAG_26,c_000000007319,1165396
