clean_MAG,domain,phylum,host_family,vOTU,viral_tax,iphop,phase,lifestyle,bat_host,vgroup,num_votu,num_mags
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_8_1_ph_rerun_k141_32111|provirus_37202_76296,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_8_1_ph_rerun_k141_32111|provirus_37202_76296,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_8_1_ph_rerun_k141_32111|provirus_37202_76296,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000089,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000089,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000089,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000357|provirus_3_33582,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000357|provirus_3_33582,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000357|provirus_3_33582,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1190639|provirus_1_32283,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1190639|provirus_1_32283,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1190639|provirus_1_32283,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000184,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000184,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000184,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080613_5_ph_rerun_000000000637,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080613_5_ph_rerun_000000000637,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080613_5_ph_rerun_000000000637,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000144,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000144,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000144,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1566367|provirus_2_25173,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1566367|provirus_2_25173,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1566367|provirus_2_25173,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000587,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000587,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000587,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_8_1_ph_rerun_k141_542402|provirus_2_23920,Unclassified,1,0,unclear,Mimon crenulatum,vgroup_91,3,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_8_1_ph_rerun_k141_542402|provirus_2_23920,Unclassified,1,0,unclear,Mimon crenulatum,vgroup_91,3,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_8_1_ph_rerun_k141_542402|provirus_2_23920,Unclassified,1,0,unclear,Mimon crenulatum,vgroup_91,3,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000366|provirus_2_23712,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000366|provirus_2_23712,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000366|provirus_2_23712,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000281,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000281,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000281,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000086,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000086,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000086,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_716829|provirus_156_21354,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_716829|provirus_156_21354,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_716829|provirus_156_21354,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000129,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000129,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000129,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000677,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000677,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080813_7_mc_000000000677,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000249,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000249,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000249,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000047,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000047,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000047,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000743,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000743,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000743,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000100,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000100,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000100,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000531,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000531,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000531,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1161030|provirus_3_15747,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1161030|provirus_3_15747,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1161030|provirus_3_15747,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000161,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000161,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000161,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1861273|provirus_3189_17216,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1861273|provirus_3189_17216,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1861273|provirus_3189_17216,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_108478|provirus_1_13190,Unclassified,1,0,unclear,Mimon crenulatum,vgroup_91,3,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_108478|provirus_1_13190,Unclassified,1,0,unclear,Mimon crenulatum,vgroup_91,3,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_108478|provirus_1_13190,Unclassified,1,0,unclear,Mimon crenulatum,vgroup_91,3,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_514917|provirus_136051_148813,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_514917|provirus_136051_148813,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_514917|provirus_136051_148813,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_38911|provirus_3_12031,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_38911|provirus_3_12031,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_38911|provirus_3_12031,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000058,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000058,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000058,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_228945|provirus_3_9503,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_228945|provirus_3_9503,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_228945|provirus_3_9503,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000669,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000669,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000669,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_1411252|provirus_181065_189422,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_1411252|provirus_181065_189422,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_1411252|provirus_181065_189422,Unclassified,1,0,lysogenic,Mimon crenulatum,vgroup_87,17,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000502,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000502,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000502,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000121,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000121,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000121,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000297,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000297,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000297,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000453,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000453,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000453,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000713,Caudoviricetes; Unclassified order,1,1,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000713,Caudoviricetes; Unclassified order,1,1,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000713,Caudoviricetes; Unclassified order,1,1,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000463,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000463,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000463,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_2719525,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_2719525,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_2719525,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_662882,Caudoviricetes; Unclassified order,1,0,unclear,Mimon crenulatum,vgroup_81,2,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_662882,Caudoviricetes; Unclassified order,1,0,unclear,Mimon crenulatum,vgroup_81,2,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_662882,Caudoviricetes; Unclassified order,1,0,unclear,Mimon crenulatum,vgroup_81,2,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000087,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000087,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000087,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_606086,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_606086,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_606086,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000395,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000395,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_2_rerun_000000000395,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000078,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000078,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,cn_080913_8_1_ph_rerun_000000000078,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080613_5_ph_rerun_k141_1221025|provirus_3_4320,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080613_5_ph_rerun_k141_1221025|provirus_3_4320,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080613_5_ph_rerun_k141_1221025|provirus_3_4320,Unclassified,1,0,lytic,Mimon crenulatum,vgroup_89,13,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1165413,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1165413,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080813_7_mc_k141_1165413,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_83_k141_384301,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_83_k141_384301,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_83_k141_384301,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_311556,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_311556,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_311556,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080613_5_ph_rerun_k141_1586778,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080613_5_ph_rerun_k141_1586778,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080613_5_ph_rerun_k141_1586778,Caudoviricetes; Unclassified order,1,0,lysogenic,Mimon crenulatum,vgroup_77,19,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_1522480,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_1522480,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_1522480,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_276847,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_276847,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_276847,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_3371923,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_3371923,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_3371923,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_696518,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
MAG_53,Bacteria,Bacillota,Enterococcaceae,080913_2_rerun_k141_696518,Caudoviricetes; Unclassified order,1,0,lytic,Mimon crenulatum,vgroup_79,69,15
